network_ip,ip_address,subnet_mask,hostname,status,planned_chain
10.124.113.240,10.124.113.248,255.255.255.240,RAC_WRNTM21C,used,
10.124.113.240,10.124.113.249,255.255.255.240,RAC_SLPOM21C,used,
10.124.113.240,10.124.113.250,255.255.255.240,,,
10.124.113.240,10.124.113.251,255.255.255.240,RAC_VIMUP21C,used,
10.124.113.240,10.124.113.252,255.255.255.240,,,
10.124.113.240,10.124.113.253,255.255.255.240,,,
10.124.113.240,10.124.113.254,255.255.255.240,,,
10.124.113.240,10.124.113.255,255.255.255.240,,boardcast_ip,
10.124.113.32,10.124.113.32,255.255.255.240,,network_ip,
10.124.113.32,10.124.113.33,255.255.255.240,,gateway,
10.124.113.32,10.124.113.34,255.255.255.240,RAG_XYAS01C_9K,used,
10.124.113.32,10.124.113.35,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.113.32,10.124.113.36,255.255.255.240,RAC_SDCPM21C,used,
10.124.113.32,10.124.113.37,255.255.255.240,RAC_PPG1A21C,used,
10.124.113.32,10.124.113.38,255.255.255.240,,,
10.124.113.32,10.124.113.39,255.255.255.240,,,
10.124.113.32,10.124.113.40,255.255.255.240,,,
10.124.113.32,10.124.113.41,255.255.255.240,,,
10.124.113.32,10.124.113.42,255.255.255.240,,,
10.124.113.32,10.124.113.43,255.255.255.240,,,
10.124.113.32,10.124.113.44,255.255.255.240,,,
10.124.113.32,10.124.113.45,255.255.255.240,,,
10.124.113.32,10.124.113.46,255.255.255.240,,,
10.124.113.32,10.124.113.47,255.255.255.240,,boardcast_ip,
10.124.113.48,10.124.113.48,255.255.255.240,,network_ip,
10.124.113.48,10.124.113.49,255.255.255.240,,gateway,
10.124.113.48,10.124.113.50,255.255.255.240,RAG_XYKR01C_9K,used,
10.124.113.48,10.124.113.51,255.255.255.240,RAG_SCHQ01C_9K,used,
10.124.113.48,10.124.113.52,255.255.255.240,RAC_LCTLP21C,used,
10.124.113.48,10.124.113.53,255.255.255.240,RAC_JJSQM21C,used,
10.124.113.48,10.124.113.54,255.255.255.240,RAC_CEMTM21C,used,
10.124.113.48,10.124.113.55,255.255.255.240,RAC_NMCMM21C,used,
10.124.113.48,10.124.113.56,255.255.255.240,RAC_VPCTM21C,used,
10.124.113.48,10.124.113.57,255.255.255.240,RAC_DRTNM21C,used,
10.124.113.48,10.124.113.58,255.255.255.240,,,
10.124.113.48,10.124.113.59,255.255.255.240,,,
10.124.113.48,10.124.113.60,255.255.255.240,,,
10.124.113.48,10.124.113.61,255.255.255.240,,,
10.124.113.48,10.124.113.62,255.255.255.240,,,
10.124.113.48,10.124.113.63,255.255.255.240,,boardcast_ip,
10.124.113.64,10.124.113.64,255.255.255.240,,network_ip,
10.124.113.64,10.124.113.65,255.255.255.240,,gateway,
10.124.113.64,10.124.113.66,255.255.255.240,RAG_SCHQ01C_9K,used,
10.124.113.64,10.124.113.67,255.255.255.240,RAG_SCT201C_9K,used,
10.124.113.64,10.124.113.68,255.255.255.240,RAC_SCT4P22C,used,
10.124.113.64,10.124.113.69,255.255.255.240,RAC_PYN2M21C,used,
10.124.113.64,10.124.113.70,255.255.255.240,RAC_IT29M21C,used,
10.124.113.64,10.124.113.71,255.255.255.240,RAC_AWSAM21C,used,
10.124.113.64,10.124.113.72,255.255.255.240,RAC_IT21M21C,used,
10.124.113.64,10.124.113.73,255.255.255.240,RAC_TAMCP21C,used,
10.124.113.64,10.124.113.74,255.255.255.240,,,
10.124.113.64,10.124.113.75,255.255.255.240,,,
10.124.113.64,10.124.113.76,255.255.255.240,,,
10.124.113.64,10.124.113.77,255.255.255.240,,,
10.124.113.64,10.124.113.78,255.255.255.240,,,
10.124.113.64,10.124.113.79,255.255.255.240,,boardcast_ip,
10.124.113.80,10.124.113.80,255.255.255.240,,network_ip,
10.124.113.80,10.124.113.81,255.255.255.240,,gateway,
10.124.113.80,10.124.113.82,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.113.80,10.124.113.83,255.255.255.240,RAG_XYRR01C_9K,used,
10.124.113.80,10.124.113.84,255.255.255.240,RAC_SQ1PP21C,used,
10.124.113.80,10.124.113.85,255.255.255.240,RAC_LSUNM21C,used,
10.124.113.80,10.124.113.86,255.255.255.240,RAC_PTWTM21C,used,
10.124.113.80,10.124.113.87,255.255.255.240,RAC_SIMBM21C,used,
10.124.113.80,10.124.113.88,255.255.255.240,,,
10.124.113.80,10.124.113.89,255.255.255.240,,,
10.124.113.80,10.124.113.90,255.255.255.240,,,
10.124.113.80,10.124.113.91,255.255.255.240,,,
10.124.113.80,10.124.113.92,255.255.255.240,,,
10.124.113.80,10.124.113.93,255.255.255.240,,,
10.124.113.80,10.124.113.94,255.255.255.240,,,
10.124.113.80,10.124.113.95,255.255.255.240,,boardcast_ip,
10.124.113.96,10.124.113.96,255.255.255.240,,network_ip,
10.124.113.96,10.124.113.97,255.255.255.240,,gateway,
10.124.113.96,10.124.113.98,255.255.255.240,RAG_XYSC01C_9K,used,
10.124.113.96,10.124.113.99,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.113.96,10.124.113.100,255.255.255.240,RAC_SYMTP21C,used,
10.124.113.96,10.124.113.101,255.255.255.240,RAC_BTTRM21C,used,
10.124.113.96,10.124.113.102,255.255.255.240,,,
10.124.113.96,10.124.113.103,255.255.255.240,,,
10.124.113.96,10.124.113.104,255.255.255.240,,,
10.124.113.96,10.124.113.105,255.255.255.240,,,
10.124.113.96,10.124.113.106,255.255.255.240,,,
10.124.113.96,10.124.113.107,255.255.255.240,,,
10.124.113.96,10.124.113.108,255.255.255.240,,,
10.124.113.96,10.124.113.109,255.255.255.240,,,
10.124.113.96,10.124.113.110,255.255.255.240,,,
10.124.113.96,10.124.113.111,255.255.255.240,,boardcast_ip,
10.124.114.0,10.124.114.0,255.255.255.240,,network_ip,
10.124.114.0,10.124.114.1,255.255.255.240,,gateway,
10.124.114.0,10.124.114.2,255.255.255.240,RAG_XYAS01C_9K,used,
10.124.114.0,10.124.114.3,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.114.0,10.124.114.4,255.255.255.240,RAC_RVE1M21C,used,
10.124.114.0,10.124.114.5,255.255.255.240,RAC_WTRPM21C,used,
10.124.114.0,10.124.114.6,255.255.255.240,RAC_PB18M21C,used,
10.124.114.0,10.124.114.7,255.255.255.240,,,
10.124.114.0,10.124.114.8,255.255.255.240,,,
10.124.114.0,10.124.114.9,255.255.255.240,,,
10.124.114.0,10.124.114.10,255.255.255.240,,,
10.124.114.0,10.124.114.11,255.255.255.240,,,
10.124.114.0,10.124.114.12,255.255.255.240,,,
10.124.114.0,10.124.114.13,255.255.255.240,,,
10.124.114.0,10.124.114.14,255.255.255.240,,,
10.124.114.0,10.124.114.15,255.255.255.240,,boardcast_ip,
10.124.114.112,10.124.114.112,255.255.255.240,,network_ip,
10.124.114.112,10.124.114.113,255.255.255.240,,gateway,
10.124.114.112,10.124.114.114,255.255.255.240,RAG_XYSS01C_9K,used,
10.124.114.112,10.124.114.115,255.255.255.240,RAG_XYAS01C_9K,used,
10.124.114.112,10.124.114.116,255.255.255.240,,,
10.124.114.112,10.124.114.117,255.255.255.240,RAC_ASPBM21C,used,
10.124.114.112,10.124.114.118,255.255.255.240,RAC_PR31M21C,used,
10.124.114.112,10.124.114.119,255.255.255.240,,,
10.124.114.112,10.124.114.120,255.255.255.240,RAC_PS38M21C,used,
10.124.114.112,10.124.114.121,255.255.255.240,,,
10.124.114.112,10.124.114.122,255.255.255.240,RAC_BSAPM21C,used,
10.124.114.112,10.124.114.123,255.255.255.240,RAC_STN3M21C,used,
10.124.114.112,10.124.114.124,255.255.255.240,,,
10.124.114.112,10.124.114.125,255.255.255.240,,,
10.124.114.112,10.124.114.126,255.255.255.240,,,
10.124.114.112,10.124.114.127,255.255.255.240,,boardcast_ip,
10.124.114.128,10.124.114.128,255.255.255.240,,network_ip,
10.124.114.128,10.124.114.129,255.255.255.240,,gateway,
10.124.114.128,10.124.114.130,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.114.128,10.124.114.131,255.255.255.240,RAG_XYSC01C_9K,used,
10.124.114.128,10.124.114.132,255.255.255.240,RAC_SKPMM21C,used,
10.124.114.128,10.124.114.133,255.255.255.240,,,
10.124.114.128,10.124.114.134,255.255.255.240,,,
10.124.114.128,10.124.114.135,255.255.255.240,,,
10.124.114.128,10.124.114.136,255.255.255.240,,,
10.124.114.128,10.124.114.137,255.255.255.240,,,
10.124.114.128,10.124.114.138,255.255.255.240,,,
10.124.114.128,10.124.114.139,255.255.255.240,,,
10.124.114.128,10.124.114.140,255.255.255.240,,,
10.124.114.128,10.124.114.141,255.255.255.240,,,
10.124.114.128,10.124.114.142,255.255.255.240,,,
10.124.114.128,10.124.114.143,255.255.255.240,,boardcast_ip,
10.124.114.144,10.124.114.144,255.255.255.240,,network_ip,
10.124.114.144,10.124.114.145,255.255.255.240,,gateway,
10.124.114.144,10.124.114.146,255.255.255.240,RAG_XTSP01C_9K,used,
10.124.114.144,10.124.114.147,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.114.144,10.124.114.148,255.255.255.240,RAC_PBR5M21C,used,
10.124.114.144,10.124.114.149,255.255.255.240,,,
10.124.114.144,10.124.114.150,255.255.255.240,,,
10.124.114.144,10.124.114.151,255.255.255.240,,,
10.124.114.144,10.124.114.152,255.255.255.240,,,
10.124.114.144,10.124.114.153,255.255.255.240,,,
10.124.114.144,10.124.114.154,255.255.255.240,,,
10.124.114.144,10.124.114.155,255.255.255.240,,,
10.124.114.144,10.124.114.156,255.255.255.240,,,
10.124.114.144,10.124.114.157,255.255.255.240,,,
10.124.114.144,10.124.114.158,255.255.255.240,,,
10.124.114.144,10.124.114.159,255.255.255.240,,boardcast_ip,
10.124.114.16,10.124.114.16,255.255.255.240,,network_ip,
10.124.114.16,10.124.114.17,255.255.255.240,,gateway,
10.124.114.16,10.124.114.18,255.255.255.240,RAG_SCT201C_9K,used,
10.124.114.16,10.124.114.19,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.114.16,10.124.114.20,255.255.255.240,RAC_FLDAM21C,used,
10.124.114.16,10.124.114.21,255.255.255.240,RAC_PB21M21C,used,
10.124.114.16,10.124.114.22,255.255.255.240,RAC_PB15M21C,used,
10.124.114.16,10.124.114.23,255.255.255.240,RAC_CTCXP21C,used,
10.124.114.16,10.124.114.24,255.255.255.240,RAC_PY1HP21C,used,
10.124.114.16,10.124.114.25,255.255.255.240,RAC_SCT2P22C,used,
10.124.114.16,10.124.114.26,255.255.255.240,,,
10.124.114.16,10.124.114.27,255.255.255.240,,,
10.124.114.16,10.124.114.28,255.255.255.240,,,
10.124.114.16,10.124.114.29,255.255.255.240,,,
10.124.114.16,10.124.114.30,255.255.255.240,,,
10.124.114.16,10.124.114.31,255.255.255.240,,boardcast_ip,
10.124.114.160,10.124.114.160,255.255.255.240,,network_ip,
10.124.114.160,10.124.114.161,255.255.255.240,,gateway,
10.124.114.160,10.124.114.162,255.255.255.240,RAG_XYAS01C_9K,used,
10.124.114.160,10.124.114.163,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.114.160,10.124.114.164,255.255.255.240,RAC_PB30M21C,used,
10.124.114.160,10.124.114.165,255.255.255.240,,,
10.124.114.160,10.124.114.166,255.255.255.240,,,
10.124.114.160,10.124.114.167,255.255.255.240,,,
10.124.114.160,10.124.114.168,255.255.255.240,,,
10.124.114.160,10.124.114.169,255.255.255.240,,,
10.124.114.160,10.124.114.170,255.255.255.240,,,
10.124.114.160,10.124.114.171,255.255.255.240,,,
10.124.114.160,10.124.114.172,255.255.255.240,,,
10.124.114.160,10.124.114.173,255.255.255.240,,,
10.124.114.160,10.124.114.174,255.255.255.240,,,
10.124.114.160,10.124.114.175,255.255.255.240,,boardcast_ip,
10.124.114.176,10.124.114.176,255.255.255.240,,network_ip,
10.124.114.176,10.124.114.177,255.255.255.240,,gateway,
10.124.114.176,10.124.114.178,255.255.255.240,RAG_XYAS01C_9K,used,
10.124.114.176,10.124.114.179,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.114.176,10.124.114.180,255.255.255.240,RAC_PB10M21C,used,
10.124.114.176,10.124.114.181,255.255.255.240,,,
10.124.114.176,10.124.114.182,255.255.255.240,,,
10.124.114.176,10.124.114.183,255.255.255.240,,,
10.124.114.176,10.124.114.184,255.255.255.240,,,
10.124.114.176,10.124.114.185,255.255.255.240,,,
10.124.114.176,10.124.114.186,255.255.255.240,,,
10.124.114.176,10.124.114.187,255.255.255.240,,,
10.124.114.176,10.124.114.188,255.255.255.240,,,
10.124.114.176,10.124.114.189,255.255.255.240,,,
10.124.114.176,10.124.114.190,255.255.255.240,,,
10.124.114.176,10.124.114.191,255.255.255.240,,boardcast_ip,
10.124.114.192,10.124.114.192,255.255.255.240,,network_ip,
10.124.114.192,10.124.114.193,255.255.255.240,,gateway,
10.124.114.192,10.124.114.194,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.114.192,10.124.114.195,255.255.255.240,RAG_SCT201C_9K,used,
10.124.114.192,10.124.114.196,255.255.255.240,RAC_AWBYM21C,used,
10.124.114.192,10.124.114.197,255.255.255.240,RAC_AWBPM21C,used,
10.124.114.192,10.124.114.198,255.255.255.240,,,
10.124.114.192,10.124.114.199,255.255.255.240,,,
10.124.114.192,10.124.114.200,255.255.255.240,,,
10.124.114.192,10.124.114.201,255.255.255.240,,,
10.124.114.192,10.124.114.202,255.255.255.240,,,
10.124.114.192,10.124.114.203,255.255.255.240,,,
10.124.114.192,10.124.114.204,255.255.255.240,,,
10.124.114.192,10.124.114.205,255.255.255.240,,,
10.124.114.192,10.124.114.206,255.255.255.240,,,
10.124.114.192,10.124.114.207,255.255.255.240,,boardcast_ip,
10.124.114.208,10.124.114.208,255.255.255.240,,network_ip,
10.124.114.208,10.124.114.209,255.255.255.240,,gateway,
10.124.114.208,10.124.114.210,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.114.208,10.124.114.211,255.255.255.240,RAG_XYSC01C_9K,used,
10.124.114.208,10.124.114.212,255.255.255.240,RAC_MJSDP21C,used,
10.124.114.208,10.124.114.213,255.255.255.240,RAC_CCCUP21C,used,
10.124.114.208,10.124.114.214,255.255.255.240,,,
10.124.114.208,10.124.114.215,255.255.255.240,,,
10.124.114.208,10.124.114.216,255.255.255.240,,,
10.124.114.208,10.124.114.217,255.255.255.240,,,
10.124.114.208,10.124.114.218,255.255.255.240,,,
10.124.114.208,10.124.114.219,255.255.255.240,,,
10.124.114.208,10.124.114.220,255.255.255.240,,,
10.124.114.208,10.124.114.221,255.255.255.240,,,
10.124.114.208,10.124.114.222,255.255.255.240,,,
10.124.114.208,10.124.114.223,255.255.255.240,,boardcast_ip,
10.124.114.224,10.124.114.224,255.255.255.240,,network_ip,
10.124.114.224,10.124.114.225,255.255.255.240,,gateway,
10.124.114.224,10.124.114.226,255.255.255.240,RAG_XYAS01C_9K,used,
10.124.114.224,10.124.114.227,255.255.255.240,RAG_XYSC01C_9K,used,
10.124.114.224,10.124.114.228,255.255.255.240,RAC_SPLSM21C,used,
10.124.114.224,10.124.114.229,255.255.255.240,,,
10.124.114.224,10.124.114.230,255.255.255.240,,,
10.124.114.224,10.124.114.231,255.255.255.240,,,
10.124.114.224,10.124.114.232,255.255.255.240,,,
10.124.114.224,10.124.114.233,255.255.255.240,,,
10.124.114.224,10.124.114.234,255.255.255.240,,,
10.124.114.224,10.124.114.235,255.255.255.240,,,
10.124.114.224,10.124.114.236,255.255.255.240,,,
10.124.114.224,10.124.114.237,255.255.255.240,,,
10.124.114.224,10.124.114.238,255.255.255.240,,,
10.124.114.224,10.124.114.239,255.255.255.240,,boardcast_ip,
10.124.114.240,10.124.114.240,255.255.255.240,,network_ip,
10.124.114.240,10.124.114.241,255.255.255.240,,gateway,
10.124.114.240,10.124.114.242,255.255.255.240,RAG_XYRR01C_9K,used,
10.124.114.240,10.124.114.243,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.114.240,10.124.114.244,255.255.255.240,RAC_BS12M21C,used,
10.124.114.240,10.124.114.245,255.255.255.240,RAC_SKS2M21C,used,
10.124.114.240,10.124.114.246,255.255.255.240,,,
10.124.114.240,10.124.114.247,255.255.255.240,,,
10.124.114.240,10.124.114.248,255.255.255.240,,,
10.124.114.240,10.124.114.249,255.255.255.240,,,
10.124.114.240,10.124.114.250,255.255.255.240,,,
10.124.114.240,10.124.114.251,255.255.255.240,,,
10.124.114.240,10.124.114.252,255.255.255.240,,,
10.124.114.240,10.124.114.253,255.255.255.240,,,
10.124.114.240,10.124.114.254,255.255.255.240,,,
10.124.114.240,10.124.114.255,255.255.255.240,,boardcast_ip,
10.124.114.32,10.124.114.32,255.255.255.240,,network_ip,
10.124.114.32,10.124.114.33,255.255.255.240,,gateway,
10.124.114.32,10.124.114.34,255.255.255.240,RAG_XYRR01C_9K,used,
10.124.114.32,10.124.114.35,255.255.255.240,RAG_XYAS01C_9K,used,
10.124.114.32,10.124.114.36,255.255.255.240,,,
10.124.114.32,10.124.114.37,255.255.255.240,RAC_BMRRM21C,used,
10.124.114.32,10.124.114.38,255.255.255.240,RAC_CSAMM21C,used,
10.124.114.32,10.124.114.39,255.255.255.240,,,
10.124.114.32,10.124.114.40,255.255.255.240,,,
10.124.114.32,10.124.114.41,255.255.255.240,,,
10.124.114.32,10.124.114.42,255.255.255.240,,,
10.124.114.32,10.124.114.43,255.255.255.240,,,
10.124.114.32,10.124.114.44,255.255.255.240,,,
10.124.114.32,10.124.114.45,255.255.255.240,,,
10.124.114.32,10.124.114.46,255.255.255.240,,,
10.124.114.32,10.124.114.47,255.255.255.240,,boardcast_ip,
10.124.114.48,10.124.114.48,255.255.255.240,,network_ip,
10.124.114.48,10.124.114.49,255.255.255.240,,gateway,
10.124.114.48,10.124.114.50,255.255.255.240,RAG_SCT201C_9K,used,
10.124.114.48,10.124.114.51,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.114.48,10.124.114.52,255.255.255.240,RAC_RMA6M21C,used,
10.124.114.48,10.124.114.53,255.255.255.240,RAC_ARE1M21C,used,
10.124.114.48,10.124.114.54,255.255.255.240,RAC_EXMBM21C,used,
10.124.114.48,10.124.114.55,255.255.255.240,RAC_SNRMM21C,used,
10.124.114.48,10.124.114.56,255.255.255.240,RAC_WSKRM21C,used,
10.124.114.48,10.124.114.57,255.255.255.240,RAC_PHIBM21C,used,
10.124.114.48,10.124.114.58,255.255.255.240,RAC_ARSPM21C,used,
10.124.114.48,10.124.114.59,255.255.255.240,RAC_PBWNM21C,used,
10.124.114.48,10.124.114.60,255.255.255.240,,,
10.124.114.48,10.124.114.61,255.255.255.240,,,
10.124.114.48,10.124.114.62,255.255.255.240,,,
10.124.114.48,10.124.114.63,255.255.255.240,,boardcast_ip,
10.124.114.64,10.124.114.64,255.255.255.240,,network_ip,
10.124.114.64,10.124.114.65,255.255.255.240,,gateway,
10.124.114.64,10.124.114.66,255.255.255.240,RAG_XYEM01C_9K,used,
10.124.114.64,10.124.114.67,255.255.255.240,RAG_XYAS01C_9K,used,
10.124.114.64,10.124.114.68,255.255.255.240,RAC_NSW3M21C,used,
10.124.114.64,10.124.114.69,255.255.255.240,RAC_RDBPP21C,used,
10.124.114.64,10.124.114.70,255.255.255.240,RAC_MJSKP21C,used,
10.124.114.64,10.124.114.71,255.255.255.240,,,
10.124.114.64,10.124.114.72,255.255.255.240,,,
10.124.114.64,10.124.114.73,255.255.255.240,,,
10.124.114.64,10.124.114.74,255.255.255.240,,,
10.124.114.64,10.124.114.75,255.255.255.240,,,
10.124.114.64,10.124.114.76,255.255.255.240,,,
10.124.114.64,10.124.114.77,255.255.255.240,,,
10.124.114.64,10.124.114.78,255.255.255.240,,,
10.124.114.64,10.124.114.79,255.255.255.240,,boardcast_ip,
10.124.114.80,10.124.114.80,255.255.255.240,,network_ip,
10.124.114.80,10.124.114.81,255.255.255.240,,gateway,
10.124.114.80,10.124.114.82,255.255.255.240,RAG_SCT201C_9K,used,
10.124.114.80,10.124.114.83,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.114.80,10.124.114.84,255.255.255.240,RAC_P182M21C,used,
10.124.114.80,10.124.114.85,255.255.255.240,RAC_PB13M21C,used,
10.124.114.80,10.124.114.86,255.255.255.240,RAC_P132M21C,used,
10.124.114.80,10.124.114.87,255.255.255.240,,,
10.124.114.80,10.124.114.88,255.255.255.240,,,
10.124.114.80,10.124.114.89,255.255.255.240,,,
10.124.114.80,10.124.114.90,255.255.255.240,,,
10.124.114.80,10.124.114.91,255.255.255.240,,,
10.124.114.80,10.124.114.92,255.255.255.240,,,
10.124.114.80,10.124.114.93,255.255.255.240,,,
10.124.114.80,10.124.114.94,255.255.255.240,,,
10.124.114.80,10.124.114.95,255.255.255.240,,boardcast_ip,
10.124.114.96,10.124.114.96,255.255.255.240,,network_ip,
10.124.114.96,10.124.114.97,255.255.255.240,,gateway,
10.124.114.96,10.124.114.98,255.255.255.240,RAG_XYEM01C_9K,used,
10.124.114.96,10.124.114.99,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.114.96,10.124.114.100,255.255.255.240,RAC_SK33M21C,used,
10.124.114.96,10.124.114.101,255.255.255.240,RAC_PSDTM21C,used,
10.124.114.96,10.124.114.102,255.255.255.240,RAC_SEK1M21C,used,
10.124.114.96,10.124.114.103,255.255.255.240,RAC_TOSKM21C,used,
10.124.114.96,10.124.114.104,255.255.255.240,,,
10.124.114.96,10.124.114.105,255.255.255.240,,,
10.124.114.96,10.124.114.106,255.255.255.240,,,
10.124.114.96,10.124.114.107,255.255.255.240,,,
10.124.114.96,10.124.114.108,255.255.255.240,,,
10.124.114.96,10.124.114.109,255.255.255.240,,,
10.124.114.96,10.124.114.110,255.255.255.240,,,
10.124.114.96,10.124.114.111,255.255.255.240,,boardcast_ip,
10.124.115.0,10.124.115.0,255.255.255.240,,network_ip,
10.124.115.0,10.124.115.1,255.255.255.240,,gateway,
10.124.115.0,10.124.115.2,255.255.255.240,RAG_XYRR01C_9K,used,
10.124.115.0,10.124.115.3,255.255.255.240,RAG_XYPN01C_9K,used,
10.124.115.0,10.124.115.4,255.255.255.240,RAC_EPRMP21C,used,
10.124.115.0,10.124.115.5,255.255.255.240,,,
10.124.115.0,10.124.115.6,255.255.255.240,,,
10.124.115.0,10.124.115.7,255.255.255.240,,,
10.124.115.0,10.124.115.8,255.255.255.240,,,
10.124.115.0,10.124.115.9,255.255.255.240,,,
10.124.115.0,10.124.115.10,255.255.255.240,,,
10.124.115.0,10.124.115.11,255.255.255.240,,,
10.124.115.0,10.124.115.12,255.255.255.240,,,
10.124.115.0,10.124.115.13,255.255.255.240,,,
10.124.115.0,10.124.115.14,255.255.255.240,,,
10.124.115.0,10.124.115.15,255.255.255.240,,boardcast_ip,
10.124.115.112,10.124.115.112,255.255.255.240,,network_ip,
10.124.115.112,10.124.115.113,255.255.255.240,,gateway,
10.124.115.112,10.124.115.114,255.255.255.240,RAG_XYSC01C_9K,used,
10.124.115.112,10.124.115.115,255.255.255.240,RAG_XYRV01C_9K,used,
10.124.115.112,10.124.115.116,255.255.255.240,RAC_BTT1M21C,used,
10.124.115.112,10.124.115.117,255.255.255.240,RAC_RMPOM21C,used,
